car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Ford Ecosport,Ford,Ecosport,8,39500,Dealer,Petrol,Automatic,16.5,1499,110.0,5,449000
Renault KWID,Renault,KWID,3,30038,Dealer,Petrol,Manual,25.17,799,53.3,5,295000
Hyundai i20,Hyundai,i20,2,28000,Dealer,Petrol,Manual,18.6,1197,81.83,5,630000
Maruti Swift,Maruti,Swift,7,57351,Dealer,Diesel,Manual,22.9,1248,74.0,5,450000
Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
Mahindra Scorpio,Mahindra,Scorpio,8,110000,Individual,Diesel,Automatic,11.79,2179,120.0,8,550000
Maruti Swift,Maruti,Swift,4,48148,Dealer,Petrol,Manual,18.6,1197,85.8,5,520000
Jaguar XF,Jaguar,XF,6,49000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2650000
Maruti Swift Dzire,Maruti,Swift Dzire,6,58904,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000
Honda City,Honda,City,6,35000,Dealer,Petrol,Manual,17.4,1497,117.6,5,600000
Hyundai Grand,Hyundai,Grand,2,9000,Individual,Diesel,Manual,24.0,1186,73.97,5,650000
Maruti Celerio,Maruti,Celerio,3,17000,Individual,Petrol,Automatic,23.1,998,67.04,5,500000
Hyundai Grand,Hyundai,Grand,6,23000,Individual,Petrol,Manual,18.9,1197,82.0,5,525000
Renault Duster,Renault,Duster,7,157000,Individual,Diesel,Manual,20.45,1461,83.8,5,550000
Tata Nexon,Tata,Nexon,3,23962,Dealer,Petrol,Automatic,17.0,1198,108.5,5,875000
Maruti Baleno,Maruti,Baleno,4,50000,Individual,Diesel,Manual,27.39,1248,74.0,5,625000
Maruti Wagon R,Maruti,Wagon R,12,50000,Individual,LPG,Manual,17.3,1061,57.5,5,145000
Volkswagen Polo,Volkswagen,Polo,4,150000,Individual,Diesel,Manual,20.14,1498,88.0,5,500000
Maruti Baleno,Maruti,Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5,686000
Toyota Fortuner,Toyota,Fortuner,9,150000,Dealer,Diesel,Automatic,11.5,2982,169.0,7,1400000
Hyundai i20,Hyundai,i20,3,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,750000
Toyota Camry,Toyota,Camry,5,60000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,1950000
Maruti Celerio,Maruti,Celerio,7,76000,Individual,Petrol,Manual,23.1,998,67.04,5,315000
Maruti Alto,Maruti,Alto,13,20000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
Hyundai Grand,Hyundai,Grand,4,15000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,550000
Volkswagen Polo,Volkswagen,Polo,6,46000,Dealer,Diesel,Manual,20.14,1498,88.5,5,425000
Toyota Camry,Toyota,Camry,5,86012,Dealer,Petrol,Automatic,19.16,2494,157.7,5,1800000
Toyota Fortuner,Toyota,Fortuner,6,290000,Individual,Diesel,Automatic,12.55,2982,168.5,7,1600000
Audi A4,Audi,A4,9,40000,Individual,Diesel,Automatic,15.2,1968,140.8,5,1195000
Maruti Alto,Maruti,Alto,5,62000,Dealer,Petrol,Manual,22.74,796,47.3,5,295000
Renault Duster,Renault,Duster,7,56896,Dealer,Diesel,Manual,19.01,1461,108.45,5,450000
Maruti Swift Dzire,Maruti,Swift Dzire,8,45529,Dealer,Petrol,Manual,19.1,1197,85.8,5,425000
Skoda Superb,Skoda,Superb,11,72000,Dealer,Petrol,Automatic,9.3,2771,193.1,5,385000
Toyota Innova,Toyota,Innova,11,142800,Dealer,Diesel,Manual,12.8,2494,102.0,8,790000
Honda City,Honda,City,5,78000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,815000
Hyundai i20,Hyundai,i20,10,53541,Dealer,Petrol,Manual,18.5,1197,80.0,5,425000
Volkswagen Vento,Volkswagen,Vento,4,41000,Dealer,Petrol,Automatic,18.19,1197,103.5,5,750000
Toyota Fortuner,Toyota,Fortuner,4,43200,Individual,Diesel,Manual,14.24,2755,174.5,7,2450000
Maruti Celerio,Maruti,Celerio,2,50000,Individual,CNG,Manual,31.79,998,58.33,5,390000
Maruti Wagon R,Maruti,Wagon R,6,60000,Individual,Petrol,Manual,20.51,998,67.04,5,325000
Honda City,Honda,City,6,25720,Dealer,Petrol,Manual,17.8,1497,117.3,5,765000
BMW 3,BMW,3,7,25000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1699000
Maruti Swift,Maruti,Swift,13,75900,Individual,Petrol,Manual,16.1,1298,88.2,5,240000
Maruti Swift,Maruti,Swift,6,50000,Individual,Petrol,Manual,20.4,1197,81.8,5,435000
Hyundai Verna,Hyundai,Verna,8,68000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,475000
Jeep Compass,Jeep,Compass,4,35000,Individual,Diesel,Manual,17.1,1956,170.0,5,1600000
Honda Amaze,Honda,Amaze,7,110000,Individual,Diesel,Manual,25.8,1498,98.6,5,265000
Audi A6,Audi,A6,3,5333,Dealer,Petrol,Automatic,13.53,1984,177.01,5,4595000
Maruti Baleno,Maruti,Baleno,3,15000,Dealer,Petrol,Manual,21.4,1197,83.1,5,585000
Hyundai Grand,Hyundai,Grand,7,48000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,345000
Ford Ecosport,Ford,Ecosport,5,72000,Dealer,Diesel,Manual,21.7,1498,98.96,5,675000
Maruti Ignis,Maruti,Ignis,4,29000,Dealer,Petrol,Manual,20.89,1197,81.8,5,520000
Hyundai i20,Hyundai,i20,6,31000,Dealer,Diesel,Manual,22.54,1396,88.73,5,480000
Honda Amaze,Honda,Amaze,7,58000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,445000
Maruti Eeco,Maruti,Eeco,3,22000,Individual,CNG,Manual,21.94,1196,61.7,5,480000
Maruti Alto,Maruti,Alto,13,50000,Individual,Petrol,Manual,19.7,796,46.3,5,104000
Maruti Swift,Maruti,Swift,5,10000,Dealer,Petrol,Manual,22.0,1197,81.8,5,465000
Kia Seltos,Kia,Seltos,1,8000,Dealer,Petrol,Manual,16.8,1497,113.4,5,1290000
Maruti Swift Dzire,Maruti,Swift Dzire,4,107000,Individual,Diesel,Manual,28.4,1248,74.02,5,490000
Mahindra Bolero,Mahindra,Bolero,9,100000,Individual,Diesel,Manual,15.96,2523,62.1,7,550000
Volkswagen Polo,Volkswagen,Polo,8,113566,Dealer,Diesel,Manual,22.07,1199,73.9,5,415000
Honda Jazz,Honda,Jazz,3,14000,Dealer,Petrol,Automatic,19.0,1199,88.7,5,775000
Maruti Wagon R,Maruti,Wagon R,8,63000,Dealer,CNG,Manual,32.52,998,58.33,5,250000
Hyundai i20,Hyundai,i20,3,5000,Individual,Petrol,Manual,18.6,1197,81.86,5,815000
Maruti Celerio,Maruti,Celerio,4,60000,Individual,Petrol,Manual,23.1,998,67.04,5,400000
Honda City,Honda,City,11,57977,Dealer,Petrol,Manual,17.0,1497,118.0,5,299000
Hyundai Creta,Hyundai,Creta,5,79000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,970000
Ford Endeavour,Ford,Endeavour,9,58000,Dealer,Diesel,Automatic,11.4,2953,153.86,7,750000
Toyota Innova,Toyota,Innova,14,110000,Dealer,Diesel,Manual,12.8,2494,102.0,7,395000
Hyundai i10,Hyundai,i10,7,59586,Dealer,Petrol,Manual,19.81,1086,68.05,5,300000
Mahindra XUV500,Mahindra,XUV500,4,90000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1225000
Hyundai i20,Hyundai,i20,12,50000,Individual,Petrol,Manual,17.0,1197,80.0,5,280000
Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,Diesel,Manual,15.4,1997,120.0,7,900000
Hyundai Grand,Hyundai,Grand,7,45135,Dealer,Diesel,Manual,24.0,1120,70.0,5,360000
Renault KWID,Renault,KWID,4,20914,Dealer,Petrol,Manual,23.01,999,67.0,5,340000
Honda Amaze,Honda,Amaze,2,10250,Dealer,Petrol,Manual,19.5,1199,88.76,5,680000
Honda Amaze,Honda,Amaze,6,48000,Dealer,Diesel,Manual,25.8,1498,98.6,5,450000
Maruti Swift,Maruti,Swift,10,88000,Dealer,Diesel,Manual,28.4,1248,74.0,5,265000
Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,260000
Honda City,Honda,City,7,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,450000
BMW X5,BMW,X5,2,10351,Dealer,Diesel,Automatic,13.38,2993,265.0,5,8100000
Hyundai Grand,Hyundai,Grand,7,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,400000
Volkswagen Vento,Volkswagen,Vento,10,50000,Individual,Petrol,Manual,15.04,1598,103.6,5,385000
Ford Figo,Ford,Figo,11,64857,Dealer,Diesel,Manual,20.0,1399,68.0,5,155000
Maruti Baleno,Maruti,Baleno,5,49726,Dealer,Petrol,Manual,21.01,1197,81.8,5,610000
Maruti Ciaz,Maruti,Ciaz,1,1685,Individual,Petrol,Manual,20.65,1462,103.25,5,810000
Maruti Swift,Maruti,Swift,6,82250,Dealer,Diesel,Manual,28.4,1248,74.0,5,525000
Honda Civic,Honda,Civic,15,80000,Individual,Petrol,Manual,13.5,1799,130.0,5,150000
Mahindra KUV,Mahindra,KUV,3,50000,Individual,CNG,Manual,18.15,1198,82.0,6,400000
Maruti Ciaz,Maruti,Ciaz,4,55000,Dealer,Diesel,Manual,26.21,1248,88.5,5,675000
Hyundai Verna,Hyundai,Verna,8,90000,Dealer,Diesel,Manual,22.32,1582,126.32,5,525000
Maruti Ciaz,Maruti,Ciaz,6,108156,Dealer,Diesel,Manual,28.09,1248,88.5,5,465000
Hyundai i20,Hyundai,i20,4,25000,Dealer,Diesel,Manual,21.19,1396,88.73,5,771000
BMW X3,BMW,X3,1,34000,Dealer,Diesel,Automatic,18.56,1995,190.0,5,3500000
Mahindra Bolero,Mahindra,Bolero,15,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,255000
Audi A4,Audi,A4,9,75000,Dealer,Diesel,Automatic,14.94,2967,241.4,5,1250000
Mahindra Bolero,Mahindra,Bolero,2,20000,Individual,Diesel,Manual,16.5,1493,70.0,7,750000
Mahindra Scorpio,Mahindra,Scorpio,14,75823,Dealer,Diesel,Manual,10.5,2179,120.0,8,310000
Toyota Innova,Toyota,Innova,5,61667,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1895000
Tata Tigor,Tata,Tigor,3,10000,Individual,Petrol,Manual,20.3,1199,84.0,5,650000
Hyundai i20,Hyundai,i20,6,150000,Individual,Diesel,Manual,21.19,1396,88.73,5,620000
Land Rover Rover,Land Rover,Rover,8,75000,Dealer,Diesel,Automatic,13.33,2993,244.1,5,7800000
Maruti Celerio,Maruti,Celerio,5,46500,Individual,Petrol,Manual,23.1,998,67.04,5,340000
Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000
Hyundai Verna,Hyundai,Verna,1,3900,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1190000
Mahindra Marazzo,Mahindra,Marazzo,3,45906,Individual,Diesel,Manual,17.3,1497,121.0,7,1200000
Maruti Wagon R,Maruti,Wagon R,8,77000,Dealer,CNG,Manual,26.6,998,58.16,5,335000
Maruti Wagon R,Maruti,Wagon R,6,38700,Dealer,Petrol,Manual,18.9,998,67.1,5,375000
Maruti Alto,Maruti,Alto,15,110000,Individual,Petrol,Manual,19.7,796,46.3,5,148000
Maruti Wagon R,Maruti,Wagon R,3,17000,Dealer,Petrol,Automatic,21.79,998,67.05,5,445000
Honda City,Honda,City,2,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5,1400000
Hyundai i20,Hyundai,i20,3,38000,Dealer,Petrol,Manual,18.6,1197,81.86,5,650000
Hyundai Grand,Hyundai,Grand,3,18000,Individual,Petrol,Manual,18.9,1197,81.86,5,515000
Maruti Vitara,Maruti,Vitara,3,29000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,895000
Toyota Innova,Toyota,Innova,5,65000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1700000
Hyundai Grand,Hyundai,Grand,3,54000,Individual,Diesel,Manual,24.0,1186,73.97,5,430000
Hyundai i20,Hyundai,i20,4,33000,Dealer,Petrol,Manual,18.6,1197,81.83,5,695000
Maruti Celerio,Maruti,Celerio,4,15500,Dealer,Petrol,Automatic,23.1,998,67.04,5,485000
Maruti Wagon R,Maruti,Wagon R,4,42000,Dealer,Petrol,Manual,21.79,998,67.05,5,360000
Maruti Vitara,Maruti,Vitara,4,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,690000
Maruti Alto,Maruti,Alto,3,30000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
Ford Endeavour,Ford,Endeavour,3,49000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,3150000
Mahindra Thar,Mahindra,Thar,2,15000,Individual,Diesel,Manual,16.55,2498,105.0,6,950000
Toyota Innova,Toyota,Innova,11,142000,Dealer,Diesel,Manual,12.8,2494,102.0,8,780000
Renault KWID,Renault,KWID,4,8500,Individual,Petrol,Manual,25.17,799,53.3,5,325000
Honda City,Honda,City,7,73000,Dealer,Diesel,Manual,26.0,1498,98.6,5,625000
Maruti Ignis,Maruti,Ignis,4,2300,Individual,Petrol,Manual,20.89,1197,81.8,5,530000
Maruti Swift Dzire,Maruti,Swift Dzire,5,65000,Dealer,Diesel,Manual,19.3,1248,73.9,5,480000
Maruti Wagon R,Maruti,Wagon R,5,50000,Individual,CNG,Manual,26.6,998,58.16,5,320000
Hyundai Verna,Hyundai,Verna,3,32000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1200000
Skoda Octavia,Skoda,Octavia,3,16985,Dealer,Petrol,Automatic,15.1,1798,178.0,5,2190000
Mahindra Scorpio,Mahindra,Scorpio,7,85000,Dealer,Diesel,Manual,12.05,2179,120.0,7,521000
Ford Ecosport,Ford,Ecosport,3,39000,Dealer,Diesel,Manual,21.7,1498,98.96,5,1025000
Honda City,Honda,City,5,53000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,890000
Maruti Swift Dzire,Maruti,Swift Dzire,2,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,755000
Maruti Swift,Maruti,Swift,3,46000,Individual,Diesel,Automatic,28.4,1248,74.0,5,650000
Ford Figo,Ford,Figo,6,44566,Dealer,Diesel,Manual,25.83,1498,99.0,5,580000
Mahindra XUV500,Mahindra,XUV500,9,60000,Dealer,Diesel,Manual,15.1,2179,140.0,7,475000
Toyota Fortuner,Toyota,Fortuner,9,60000,Individual,Diesel,Manual,12.55,2982,168.5,7,1400000
BMW X1,BMW,X1,5,36806,Dealer,Diesel,Automatic,20.68,1995,188.0,5,2700000
Maruti Swift Dzire,Maruti,Swift Dzire,6,112000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000
Toyota Innova,Toyota,Innova,11,150000,Dealer,Diesel,Manual,12.8,2494,102.0,7,850000
Maruti Alto,Maruti,Alto,6,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,245000
Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,670000
Mahindra Bolero,Mahindra,Bolero,14,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,250000
Tata Tiago,Tata,Tiago,4,80000,Individual,Diesel,Manual,27.28,1047,69.0,5,400000
Mercedes-Benz CLS,Mercedes-Benz,CLS,5,10000,Dealer,Diesel,Automatic,19.4,2143,204.0,4,4900000
Mahindra XUV500,Mahindra,XUV500,6,50000,Dealer,Diesel,Manual,16.0,2179,140.0,7,799000
Hyundai i20,Hyundai,i20,7,43000,Dealer,Petrol,Manual,18.6,1197,81.83,5,450000
Honda Jazz,Honda,Jazz,3,31909,Dealer,Petrol,Manual,18.7,1199,88.7,5,615000
Maruti Alto,Maruti,Alto,5,40000,Individual,Petrol,Manual,22.74,796,47.3,5,280000
Maruti Swift Dzire,Maruti,Swift Dzire,5,29456,Dealer,Petrol,Manual,17.5,1197,85.8,5,550000
Hyundai Creta,Hyundai,Creta,3,30000,Individual,Diesel,Manual,22.1,1396,88.7,5,920000
Volkswagen Vento,Volkswagen,Vento,6,67000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,565000
Toyota Fortuner,Toyota,Fortuner,6,120000,Dealer,Diesel,Manual,12.55,2982,168.5,7,2150000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,39500,Dealer,Petrol,Automatic,10.93,2497,204.0,5,1850000
Maruti Wagon R,Maruti,Wagon R,6,52000,Dealer,Petrol,Manual,21.79,998,67.05,5,310000
Tata Safari,Tata,Safari,7,119000,Dealer,Diesel,Manual,14.0,2179,138.1,7,690000
Maruti Swift Dzire,Maruti,Swift Dzire,4,55000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,590000
Toyota Innova,Toyota,Innova,7,56000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1020000
Maruti Alto,Maruti,Alto,10,72000,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
Mahindra XUV500,Mahindra,XUV500,5,50000,Dealer,Diesel,Manual,16.0,1997,140.0,7,1099000
Hyundai i20,Hyundai,i20,5,64500,Individual,Diesel,Manual,22.54,1396,88.73,5,749000
Maruti Baleno,Maruti,Baleno,5,60000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,625000
Hyundai Verna,Hyundai,Verna,3,35000,Individual,Petrol,Manual,17.7,1591,121.3,5,900000
Hyundai i20,Hyundai,i20,4,53000,Dealer,Petrol,Manual,18.6,1197,81.83,5,575000
Honda City,Honda,City,11,57000,Dealer,Petrol,Manual,17.0,1497,118.0,5,295000
Mahindra XUV500,Mahindra,XUV500,6,61000,Dealer,Diesel,Manual,16.0,2179,140.0,7,875000
Maruti Wagon R,Maruti,Wagon R,2,15000,Individual,Petrol,Manual,20.51,998,67.04,5,420000
Volkswagen Polo,Volkswagen,Polo,4,55000,Dealer,Petrol,Manual,16.2,1199,74.0,5,675000
Hyundai Grand,Hyundai,Grand,6,78389,Dealer,Diesel,Manual,24.0,1120,70.0,5,540000
Volkswagen Polo,Volkswagen,Polo,3,16000,Dealer,Petrol,Manual,16.2,1199,74.0,5,635000
Maruti Ciaz,Maruti,Ciaz,3,42000,Dealer,Petrol,Manual,20.65,1462,103.25,5,860000
Mahindra XUV500,Mahindra,XUV500,9,74000,Dealer,Diesel,Manual,15.1,2179,140.0,7,775000
Honda WR-V,Honda,WR-V,4,80000,Individual,Petrol,Manual,17.5,1199,88.7,5,700000
Hyundai Venue,Hyundai,Venue,1,3200,Dealer,Petrol,Automatic,18.15,998,118.35,5,1240000
Volkswagen Polo,Volkswagen,Polo,6,7000,Dealer,Petrol,Manual,16.2,1199,74.0,5,615000
Renault KWID,Renault,KWID,3,10000,Dealer,Petrol,Manual,23.01,999,67.0,5,385000
Datsun GO,Datsun,GO,3,3300,Individual,Petrol,Manual,19.02,1198,67.05,7,550000
Maruti Swift Dzire,Maruti,Swift Dzire,1,76165,Dealer,Diesel,Manual,19.3,1248,73.9,5,350000
Hyundai i20,Hyundai,i20,9,72200,Dealer,Diesel,Manual,21.9,1396,90.0,5,465000
Hyundai Grand,Hyundai,Grand,4,30000,Dealer,Petrol,Manual,18.9,1197,81.86,5,485000
Mahindra KUV100,Mahindra,KUV100,3,17000,Individual,Petrol,Manual,18.15,1198,82.0,5,550000
Maruti Alto,Maruti,Alto,10,100000,Individual,Petrol,Manual,20.92,998,67.1,5,215000
Volkswagen Polo,Volkswagen,Polo,6,23569,Dealer,Petrol,Manual,16.2,1199,74.0,5,425000
Ford Figo,Ford,Figo,11,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,150000
BMW X5,BMW,X5,6,95500,Dealer,Diesel,Automatic,15.3,2993,258.0,5,3350000
Ford Ecosport,Ford,Ecosport,6,31700,Dealer,Diesel,Manual,22.7,1498,89.84,5,640000
Maruti Baleno,Maruti,Baleno,4,23000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000
Hyundai i20,Hyundai,i20,6,80000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
Maruti Swift,Maruti,Swift,7,117962,Individual,Diesel,Manual,25.2,1248,74.0,5,480000
Hyundai Grand,Hyundai,Grand,6,19600,Dealer,Petrol,Automatic,18.9,1197,82.0,5,525000
Mahindra Scorpio,Mahindra,Scorpio,4,30000,Individual,Diesel,Manual,15.4,1997,120.0,7,1080000
Honda Amaze,Honda,Amaze,5,45000,Dealer,Petrol,Manual,17.8,1198,86.7,5,450000
Mahindra XUV500,Mahindra,XUV500,2,25000,Individual,Diesel,Automatic,15.1,2179,152.87,7,1800000
Maruti Swift Dzire,Maruti,Swift Dzire,9,70000,Individual,Diesel,Manual,19.3,1248,73.9,5,505000
Volkswagen Vento,Volkswagen,Vento,10,90000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,55000,Dealer,Diesel,Automatic,19.71,2143,201.15,5,2800000
Honda City,Honda,City,6,50000,Individual,Petrol,Manual,17.4,1497,117.3,5,620000
Honda City,Honda,City,2,20000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1075000
Maruti Ciaz,Maruti,Ciaz,4,38000,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000
Renault KWID,Renault,KWID,4,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,341000
Maruti Alto,Maruti,Alto,1,5000,Individual,Petrol,Manual,22.05,796,47.3,5,290000
Datsun GO,Datsun,GO,6,27000,Dealer,Petrol,Manual,19.44,1198,67.0,7,295000
Volkswagen Vento,Volkswagen,Vento,7,71000,Dealer,Diesel,Manual,22.27,1498,108.6,5,510000
Toyota Fortuner,Toyota,Fortuner,9,60000,Individual,Diesel,Manual,13.0,2982,168.5,7,1260000
Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,608000
Renault KWID,Renault,KWID,4,8905,Dealer,Petrol,Manual,25.17,799,53.3,5,349000
Mahindra XUV500,Mahindra,XUV500,8,70000,Individual,Diesel,Manual,15.1,2179,140.0,7,550000
Ford Ecosport,Ford,Ecosport,6,75000,Dealer,Diesel,Manual,21.7,1498,98.96,5,475000
Maruti Ertiga,Maruti,Ertiga,6,72000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
Maruti Ciaz,Maruti,Ciaz,6,36681,Dealer,Petrol,Manual,20.73,1373,91.1,5,611000
Volkswagen Vento,Volkswagen,Vento,9,45000,Dealer,Petrol,Manual,15.04,1598,103.6,5,355000
Renault Duster,Renault,Duster,2,34000,Individual,Diesel,Manual,19.6,1461,108.45,5,900000
Datsun RediGO,Datsun,RediGO,3,27263,Individual,Petrol,Manual,22.5,999,68.0,5,350000
Volkswagen Vento,Volkswagen,Vento,10,65101,Dealer,Diesel,Manual,20.54,1598,103.6,5,285000
Honda Amaze,Honda,Amaze,2,8700,Individual,Petrol,Manual,19.5,1199,88.76,5,750000
Tata Tiago,Tata,Tiago,3,50000,Individual,Petrol,Manual,23.84,1199,84.0,5,350000
Maruti Ertiga,Maruti,Ertiga,6,51342,Dealer,Petrol,Manual,16.02,1373,93.7,7,550000
Maruti Alto,Maruti,Alto,5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,350000
BMW 3,BMW,3,11,51000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,925000
Hyundai i20,Hyundai,i20,2,15500,Dealer,Diesel,Manual,22.54,1396,88.73,5,940000
Hyundai Grand,Hyundai,Grand,7,56229,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000
Maruti Ciaz,Maruti,Ciaz,4,44000,Dealer,Diesel,Manual,26.21,1248,88.5,5,815000
Maruti Swift,Maruti,Swift,10,83000,Dealer,Diesel,Manual,22.9,1248,74.0,5,349000
Volkswagen Vento,Volkswagen,Vento,8,47000,Dealer,Petrol,Manual,16.09,1598,103.2,5,425000
Skoda Superb,Skoda,Superb,8,65000,Dealer,Petrol,Manual,13.14,1798,157.8,5,499000
Maruti Vitara,Maruti,Vitara,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,751000
Honda Amaze,Honda,Amaze,6,66000,Dealer,Diesel,Manual,25.8,1498,98.6,5,388000
Mahindra Scorpio,Mahindra,Scorpio,3,50000,Individual,Diesel,Manual,15.4,2523,75.0,7,900000
Tata Safari,Tata,Safari,6,145000,Individual,Diesel,Manual,14.0,2179,138.1,7,550000
Honda City,Honda,City,7,110000,Individual,Diesel,Manual,26.0,1498,98.6,5,490000
Skoda Rapid,Skoda,Rapid,6,65785,Dealer,Diesel,Manual,21.14,1498,103.52,5,625000
Honda Amaze,Honda,Amaze,8,75000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Petrol,Manual,22.0,1197,81.8,5,550000
Maruti Wagon R,Maruti,Wagon R,10,35000,Individual,Petrol,Manual,18.9,998,67.1,5,315000
Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,725000
Hyundai Creta,Hyundai,Creta,2,5000,Individual,Petrol,Automatic,14.8,1591,121.3,5,1350000
Hyundai Grand,Hyundai,Grand,4,54264,Dealer,Petrol,Manual,18.9,1197,81.86,5,470000
Volkswagen Polo,Volkswagen,Polo,10,64845,Dealer,Petrol,Manual,16.47,1198,73.9,5,275000
Hyundai i20,Hyundai,i20,8,50000,Individual,Petrol,Manual,18.5,1197,82.85,5,425000
Maruti Wagon R,Maruti,Wagon R,5,29836,Dealer,Petrol,Manual,20.51,998,67.04,5,425000
Hyundai i20,Hyundai,i20,8,38000,Dealer,Petrol,Manual,20.35,1197,81.86,5,485000
Maruti Ciaz,Maruti,Ciaz,5,37000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,550000
Honda City,Honda,City,12,72555,Dealer,Petrol,Manual,17.0,1497,118.0,5,395000
Honda Amaze,Honda,Amaze,7,89000,Individual,Diesel,Manual,25.8,1498,98.6,5,320000
BMW X5,BMW,X5,5,85000,Individual,Diesel,Automatic,15.97,2993,258.0,5,3600000
Maruti Ciaz,Maruti,Ciaz,4,34834,Dealer,Petrol,Manual,20.73,1373,91.1,5,750000
Honda City,Honda,City,10,72000,Individual,Petrol,Manual,17.0,1497,118.0,5,320000
Maruti Baleno,Maruti,Baleno,6,43642,Dealer,Petrol,Manual,21.4,1197,83.1,5,629000
Ford Ecosport,Ford,Ecosport,4,70000,Individual,Diesel,Manual,22.77,1498,98.59,5,750000
Honda City,Honda,City,7,88000,Dealer,Diesel,Manual,26.0,1498,98.6,5,556000
Hyundai i20,Hyundai,i20,6,70000,Dealer,Diesel,Manual,22.54,1396,88.73,5,590000
Maruti Swift,Maruti,Swift,3,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,684000
Tata Nexon,Tata,Nexon,3,31000,Dealer,Diesel,Automatic,21.5,1497,108.5,5,845000
Maruti Ciaz,Maruti,Ciaz,6,30000,Individual,Petrol,Manual,20.73,1373,91.1,5,600000
Honda WR-V,Honda,WR-V,4,66000,Dealer,Diesel,Manual,25.5,1498,98.6,5,725000
Maruti Ciaz,Maruti,Ciaz,5,50000,Individual,Diesel,Manual,28.09,1248,88.5,5,695000
Maruti Wagon R,Maruti,Wagon R,5,29000,Dealer,Petrol,Automatic,20.51,998,67.0,5,450000
Renault KWID,Renault,KWID,3,41000,Dealer,Petrol,Manual,23.01,999,67.0,5,395000
Ford Ecosport,Ford,Ecosport,6,50000,Individual,Petrol,Manual,15.85,1499,110.4,5,540000
